"연도","고객번호","기업체명","원장번호","개인법인사업자구분명","보증잔액","직위재구분","상시직원수","통합통계거래상대처은행","신용평가등급"
2018-12-31,073457541,(기타)농업회사법인주식회사레드푸드,THW201800130,법인사업자,225000000,직접,2,KEB하나은행,KR10
2018-12-31,068673880,하이컴플라자,TNA201101560,개인사업자,13300000,직접,0,전북은행,KR10
2018-12-31,075606468,디에이치테크,TLC201800015,개인사업자,297000000,직접,1,중소기업은행,KR7
2018-12-31,076581744,다생실버쎈타,TIZ201800479,개인사업자,1000000000,직접,0,농업협동조합,KR9
2018-12-31,007525902,광명트렌스포머(동업),TAW201800448,개인사업자,104000000,직접,3,중소기업은행,KR6
2018-12-31,015350499,아이디세상,TIZ201400008,개인사업자,3541683,직접,7,국민은행,KR7
2018-12-31,075216748,동해호이스트크레인,TJB201700212,개인사업자,100000000,직접,0,농업협동조합,KR10
2018-12-31,062941819,광진기공사,TAW201301511,개인사업자,39100000,직접,1,신한은행,KR9
2018-12-31,073759595,현대하이텍,TIK201600237,개인사업자,42500000,직접,7,한국씨티은행,KR6
2018-12-31,061226564,대영계기,TBG201100290,개인사업자,108800000,직접,1,국민은행,KR7
2018-12-31,072451085,(주)대전공단모터스기아오토큐,TMH201500653,법인사업자,189000000,직접,11,신한은행,KR12
2018-12-31,065899308,넛지디자인,TQH201000237,개인사업자,18900000,직접,0,농업협동조합,KR10
2018-12-31,071658889,EDP포승점,TIC201500039,개인사업자,79200000,직접,1,KEB하나은행,KR9
2018-12-31,046873550,하나네트워크(주),TPA201600269,법인사업자,72000000,직접,6,대구은행,KR7
2018-12-31,075212373,(주)카수리,TAT201700331,법인사업자,750000000,직접,17,신한은행,KR14
2018-12-31,032776629,(주)예맥,TBD201600289,법인사업자,93600000,직접,59,우리은행,KR10
2018-12-31,069579006,(주)하이이노베이션,TPL201601201,법인사업자,152000000,직접,6,중소기업은행,KR7
2018-12-31,075105435,(주)케이디로터스,TQL201800595,법인사업자,135000000,직접,7,국민은행,KR9
2018-12-31,071962685,(주)아인스테크놀러지,TPA201700731,법인사업자,100000000,직접,0,기타,KR5
2018-12-31,035807692,해피콤(주),THA201501174,법인사업자,384000000,직접,31,중소기업은행,KR10
2018-12-31,006738101,오토라인,THL201100013,개인사업자,9350000,직접,0,우리은행,KR7
2018-12-31,062135201,(주)지리페,TJD201600369,법인사업자,500000000,직접,37,기타,KR5
2018-12-31,071960250,동서테크,TSA201400103,개인사업자,40500000,직접,0,중소기업은행,KR10
2018-12-31,075584483,신사쁨의원,TAI201800016,개인사업자,300000000,직접,10,KEB하나은행,KR9
2018-12-31,073890014,농업회사법인콩사랑(유한),TOB201800087,법인사업자,100000000,직접,17,중소기업은행,KR9
2018-12-31,067855010,동아시스템산업,THW201200040,개인사업자,45000000,직접,2,농업협동조합,KR10
2018-12-31,073648680,(주)성진이엔지,TIH201600099,법인사업자,180000000,직접,7,신한은행,KR8
2018-12-31,076413867,(주)제이알랩스,TMH201800192,법인사업자,200000000,직접,1,KEB하나은행,KR8
2018-12-31,072674833,(주)부경해양개발,TQK201500029,법인사업자,29218772,직접,8,국민은행,KR9
2018-12-31,002835516,피앤디코스켐(PND COSCHEM),TPQ201500153,개인사업자,183600000,직접,30,신한은행,KR9
2018-12-31,070994049,구로남대성엔(N)학원,QAC201500668,개인사업자,36000000,직접,3,KEB하나은행,KR10
2018-12-31,074870091,천해농산,TOA201700406,개인사업자,42500000,직접,1,농업협동조합,KR8
2018-12-31,075369446,영서스텐,TJE201700438,개인사업자,99000000,직접,2,국민은행,KR5
2018-12-31,000486734,(주)평산,TMJ201500228,법인사업자,388800000,직접,168,KEB하나은행,KR5
2018-12-31,072337879,다물텍,TPD201701048,개인사업자,25500000,직접,2,대구은행,KR9
2018-12-31,025116539,하나전기소방(주),TQA201600623,법인사업자,41600000,직접,12,우리은행,KR9
2018-12-31,074228821,다비치안경덕소삼거리점,TAQ201600896,개인사업자,80750000,직접,0,신한은행,KR15
2018-12-31,063757125,모든유통,THK201800003,개인사업자,50000000,직접,4,기타,KR9
2018-12-31,060823748,창대텍스,TAP201201007,개인사업자,79900000,직접,1,국민은행,KR9
2018-12-31,074864573,오드커뮤니케이션,THL201700685,개인사업자,47500000,직접,1,중소기업은행,KR10
2018-12-31,045555235,(주)영동철강,TIK201400356,법인사업자,54400000,직접,6,우리은행,KR7
2018-12-31,074205695,이엔브이엔지니어링(ENV Engineering),TQI201600859,개인사업자,100000000,직접,0,국민은행,KR13
2018-12-31,062293033,동원씨디에프(주),THN201800599,법인사업자,100000000,직접,24,기타,KR7
2018-12-31,044739065,다운윤활유,THW200900115,개인사업자,127500000,직접,3,국민은행,KR8
2018-12-31,062261463,(주)덕산교역,TIB201100398,법인사업자,28000000,위탁,3,국민은행,KR6
2018-12-31,065254710,율성건설(주),TPI201700105,법인사업자,420750000,직접,5,신한은행,KR9
2018-12-31,074518081,(주)동서글로벌,TBH201700085,법인사업자,300000000,직접,1,국민은행,KR8
2018-12-31,046138949,대한광고,THV201400289,개인사업자,12240000,직접,2,신한은행,KR5
2018-12-31,066203207,양산주유소,TNB201400250,개인사업자,20400000,직접,2,농업협동조합,KR10
2018-12-31,075340164,소품21,TAL201701161,개인사업자,127500000,직접,4,KEB하나은행,KR7
2018-12-31,072836969,(주)운석,TCD201600868,법인사업자,270000000,직접,15,신한은행,KR14
2018-12-31,045769827,법무사이창규사무소,TPE201400164,개인사업자,28000000,직접,2,신한은행,KR10
2018-12-31,061027093,초록아리울영농조합법인(기타),TNB201300160,법인사업자,244800000,직접,10,전북은행,KR7
2018-12-31,076339381,김형수9호태양광발전소,TNF201800371,개인사업자,88200000,직접,0,우리은행,KR9
2018-12-31,067175318,네이처컬렉션양산점,TBI201000931,개인사업자,47500000,직접,0,부산은행,KR8
2018-12-31,043558470,나진테크(TECH),TBG201200078,개인사업자,168000000,직접,11,국민은행,KR9
2018-12-31,046958653,(주)장업씨앤씨,TIG201200078,법인사업자,148000000,직접,5,중소기업은행,KR7
2018-12-31,065696297,연세우유여수대리점,TOI201800318,개인사업자,32000000,직접,1,농업협동조합,KR7
2018-12-31,061696314,한양상사,TPK201400272,개인사업자,120000000,직접,40,국민은행,KR6
2018-12-31,066324539,(주)엠에스테크앤,TAT201200078,법인사업자,224000000,직접,2,중소기업은행,KR8
2018-12-31,006061289,청구산업,TIS201800309,개인사업자,152000000,직접,9,국민은행,KR5
2018-12-31,063367052,안경뱅크,TOD201800427,개인사업자,9010000,직접,2,국민은행,KR11
2018-12-31,072205590,국제케이블(주),TMB201600801,법인사업자,225000000,직접,11,중소기업은행,KR8
2018-12-31,005762738,이펙스하우징(대성커텐),TOD201300134,개인사업자,15300000,직접,1,우리은행,KR13
2018-12-31,006757111,칠공유리,TQK201100072,개인사업자,12112500,직접,3,국민은행,
2018-12-31,071705570,(주)태영월드링크,TCD201500205,법인사업자,229500000,직접,5,중소기업은행,KR9
2018-12-31,072047651,리딩LS,TIK201600260,개인사업자,63000000,직접,9,중소기업은행,KR13
2018-12-31,071617684,(주)베스트패션,TIZ201600416,법인사업자,80000000,직접,3,국민은행,KR11
2018-12-31,073821889,세창에스엠(주),TAL201600760,법인사업자,300000000,직접,12,중소기업은행,KR6
2018-12-31,063595769,태화론,TPI201500035,개인사업자,119000000,직접,3,농업협동조합,KR8
2018-12-31,075795845,(기타)사단법인한국사회적일자리개발원,TID201800025,법인사업자,200000000,직접,35,국민은행,KR7
2018-12-31,064163394,진양철망산업(주),TQD201600736,법인사업자,145800000,직접,5,농업협동조합,KR7
2018-12-31,075855714,카스토리,THA201800319,개인사업자,96000000,직접,3,중소기업은행,KR10
2018-12-31,065907546,(주)씨엔텍,TOG201000128,법인사업자,85500000,직접,3,광주은행,KR12
2018-12-31,062268314,(주)우리들행복가게,THI201700134,법인사업자,128000000,직접,4,국민은행,KR12
2018-12-31,017151379,(주)한성테크,TOI201600482,법인사업자,202500000,직접,4,중소기업은행,KR4
2018-12-31,074142321,(의료)완주의료재단,TNB201600300,법인사업자,288000000,직접,59,KEB하나은행,KR7
2018-12-31,075054201,유성축산시스템,TMA201700694,개인사업자,81000000,직접,4,한국스탠다드차타드,KR11
2018-12-31,066483250,새한테크,TBF201700450,개인사업자,18000000,직접,0,신한은행,KR10
2018-12-31,075044172,(주)엠투에이치,TQA201700720,법인사업자,90000000,직접,6,경남은행,KR7
2018-12-31,007560022,삼우에이시스템(주),THA201601500,법인사업자,900000000,직접,14,기타,KR6
2018-12-31,074378687,욱일피앤피,TQJ201700406,개인사업자,90000000,직접,4,부산은행,KR8
2018-12-31,062338105,동원물산,THO201700778,개인사업자,153000000,직접,0,국민은행,KR4
2018-12-31,075312312,(주)해리,TIK201700483,법인사업자,100000000,직접,2,신한은행,KR12
2018-12-31,018759848,종가집김치춘천대리점,TJA201100405,개인사업자,12000000,직접,2,신한은행,KR10
2018-12-31,075210058,제로테크,TQK201700327,개인사업자,45000000,직접,0,우리은행,KR9
2018-12-31,065846966,SJ테크,TPP201800040,개인사업자,34000000,직접,6,중소기업은행,KR7
2018-12-31,060097930,(의료)청남의료재단,TQB201600543,법인사업자,59500000,직접,215,중소기업은행,KR9
2018-12-31,034615270,현대마석판매대리점,THI201800335,개인사업자,255000000,직접,2,국민은행,KR9
2018-12-31,070213694,(주)진광하이텍,TBK201300166,법인사업자,170000000,직접,0,국민은행,KR4
2018-12-31,061151859,현대이엔티(주),TOE201300819,법인사업자,945000000,직접,21,중소기업은행,KR7
2018-12-31,029173536,영동그린산업,TPH201200860,개인사업자,208000000,직접,1,부산은행,KR10
2018-12-31,046749655,(의료)태훈의료재단,TPK201500188,법인사업자,756000000,직접,69,농업협동조합,KR7
2018-12-31,074481639,파스쿠찌원주봉화산점,TJE201700054,개인사업자,100000000,직접,5,국민은행,KR7
2018-12-31,074310768,(주)지코,TPP201700174,법인사업자,99000000,직접,3,중소기업은행,KR7
2018-12-31,072194782,황태마을,TJC201400116,개인사업자,29197500,직접,0,농업협동조합,KR6
2018-12-31,069178407,해윤종합중기,TPI201700101,개인사업자,27200000,직접,1,중소기업은행,KR7
2018-12-31,074290668,유진테크,THN201600791,개인사업자,108000000,직접,5,중소기업은행,KR10
2018-12-31,071184586,(주)리얼트루컴퍼니,TBH201800665,법인사업자,243000000,직접,16,우리은행,KR9
2018-12-31,071283678,PE엔지니어링금산공장,THL201301238,개인사업자,45000000,직접,5,중소기업은행,KR13
2018-12-31,071310567,(주)수정,TAH201301033,법인사업자,67150000,직접,2,국민은행,KR8
2018-12-31,046795887,(주)에릭스,TOG201600027,법인사업자,245650000,직접,51,신한은행,KR7
2018-12-31,073446028,누리로봇,TPF201800060,개인사업자,270000000,직접,6,중소기업은행,KR14
2018-12-31,070145416,(주)나누미넷,TPA201800660,법인사업자,102000000,직접,24,중소기업은행,KR11
2018-12-31,060587097,(주)성진텍스,TQL201600151,법인사업자,170000000,직접,16,중소기업은행,KR6
2018-12-31,033637767,중원TECH,THD201700084,개인사업자,85000000,직접,7,중소기업은행,KR8
2018-12-31,065004711,복운유통,THJ201800535,개인사업자,27000000,직접,0,기타,KR10
2018-12-31,074082041,(주)유정메디텍,TAM201700588,법인사업자,300000000,직접,13,국민은행,KR10
2018-12-31,074788280,세영기술(주),TQB201700204,법인사업자,63750004,직접,14,KEB하나은행,KR8
2018-12-31,071537230,건축사사무소진영,DMD201300154,개인사업자,30000000,직접,0,우리은행,KR8
2018-12-31,076053382,아로니아이엠영농조합법인(기타),TNB201800114,법인사업자,90000000,직접,3,농업협동조합,KR10
2018-12-31,069306787,(주)스마트컴,THK201600661,법인사업자,324000000,직접,6,KEB하나은행,KR12
2018-12-31,072876644,(주)코리아오토파츠,TAI201600749,법인사업자,256500000,직접,8,중소기업은행,KR8
2018-12-31,061471830,(주)태온정보통신,TJA201600705,법인사업자,255000000,직접,10,KEB하나은행,KR7
2018-12-31,034091496,광일전기,THQ201400977,개인사업자,8000000,직접,1,중소기업은행,KR5
2018-12-31,073368025,더조은병원,TBH201500659,개인사업자,1125000000,직접,54,중소기업은행,KR11
2018-12-31,069832206,(주)행복담은네모,TLA201700351,법인사업자,192000000,직접,14,농업협동조합,KR4
2018-12-31,072247105,(주)앰엔케이퍼,TAZ201700165,법인사업자,300000000,직접,14,신한은행,KR9
2018-12-31,046656214,동안판매(주),THQ201800608,법인사업자,45000000,직접,1,기타,KR6
2018-12-31,046842675,재성디지텍(주),TAV201700020,법인사업자,128000000,직접,2,KEB하나은행,KR10
2018-12-31,032896761,대경산업,TJA201600602,개인사업자,24845500,직접,0,농업협동조합,KR10
2018-12-31,069625028,브로스케이,TAN201200513,개인사업자,21870000,직접,3,KEB하나은행,KR12
2018-12-31,075123789,에이원시스템,THD201700583,개인사업자,520000000,직접,12,농업협동조합,KR10
2018-12-31,000476896,남도공업사,TQD201500748,개인사업자,159300000,직접,35,농업협동조합,KR11
2018-12-31,069964297,(주)대양,TLD201500002,법인사업자,110250000,직접,2,농업협동조합,KR8
2018-12-31,075007151,(주)상상인커뮤니케이션,TCE201700321,법인사업자,300000000,직접,11,국민은행,KR4
2018-12-31,059498100,세동석유(주),TIH201600217,법인사업자,334050000,직접,4,KEB하나은행,KR13
2018-12-31,065144147,(주)진주건설,TRA201301377,법인사업자,40000000,직접,0,농업협동조합,KR8
2018-12-31,075805434,(주)동천씨푸드,TBH201800145,법인사업자,45000000,직접,8,중소기업은행,KR8
2018-12-31,072140749,(주)푸드로,TPI201800068,법인사업자,297000000,직접,10,신한은행,KR7
2018-12-31,060931876,(주)에코빌휴,QAC201500318,법인사업자,50000000,위탁,12,중소기업은행,
2018-12-31,073701255,대진내장,TSA201600329,개인사업자,90000000,직접,4,KEB하나은행,KR7
2018-12-31,075078986,풍기농원,TPK201700195,개인사업자,85500000,직접,0,농업협동조합,KR6
2018-12-31,062150561,한솔기업,TQJ201300908,개인사업자,42500000,직접,3,중소기업은행,KR7
2018-12-31,044148863,가온상사,TJD200401481,개인사업자,9600000,직접,1,우리은행,KR8
2018-12-31,075062934,보성테크,TQB201700315,개인사업자,45000000,직접,0,경남은행,KR13
2018-12-31,076086595,(주)밸리스,THE201800050,법인사업자,100000000,직접,4,중소기업은행,KR12
2018-12-31,069982570,닛뽄베베,TMK201300276,개인사업자,54000000,직접,0,우리은행,KR7
2018-12-31,072574991,하늘종합물류(주),TAM201600344,법인사업자,178200000,직접,9,신한은행,KR7
2018-12-31,068433143,동백유통,TBG201301143,개인사업자,51000000,직접,0,중소기업은행,KR10
2018-12-31,016811830,태성서적,THI201600701,개인사업자,29700000,직접,5,우리은행,KR9
2018-12-31,064048927,HL GLOBAL CO,TJE201201000,개인사업자,100000000,직접,0,KEB하나은행,KR7
2018-12-31,071606967,거영테크,TBK201400015,개인사업자,27000000,직접,2,중소기업은행,KR7
2018-12-31,069337400,대성카케어시스템,TPH201200246,개인사업자,24300000,직접,0,국민은행,KR15
2018-12-31,076297834,명성글로벌,JOA201800013,개인사업자,99000000,직접,0,KEB하나은행,KR9
2018-12-31,073461689,비제이아카데미,THI201800040,개인사업자,90000000,직접,0,중소기업은행,KR7
2018-12-31,059729840,엠에이치트레이딩,TAL201401419,개인사업자,13600000,직접,0,중소기업은행,KR11
2018-12-31,067421295,제이에스케미칼,TOJ201600135,개인사업자,16200000,직접,5,KEB하나은행,KR8
2018-12-31,068096001,네모에프앤비(주),TAU201200972,법인사업자,24225000,직접,2,중소기업은행,KR13
2018-12-31,065269695,(주)한빛보안,THQ201700713,법인사업자,45600000,직접,32,중소기업은행,KR9
2018-12-31,066298704,컬럼비아서청주점,TLA201300136,개인사업자,68850000,직접,2,국민은행,KR10
2018-12-31,076223701,(주)페이오티,TBD201800107,법인사업자,100000000,직접,2,중소기업은행,KR8
2018-12-31,073587107,아인스컴퍼넌트,THN201600119,개인사업자,59500000,직접,0,신한은행,KR8
2018-12-31,075221733,(주)마도로스,TAO201700232,법인사업자,500000000,직접,8,우리은행,KR11
2018-12-31,061924112,(주)모누클라,THA201601135,법인사업자,26400000,직접,3,KEB하나은행,KR10
2018-12-31,074579596,비에스엔씨(주),THT201800161,법인사업자,349200000,직접,21,국민은행,KR4
2018-12-31,070064225,유월테크,TPE201200849,개인사업자,189000000,직접,7,대구은행,KR11
2018-12-31,066791052,(주)비타,QAC201800694,법인사업자,297500000,직접,30,중소기업은행,KR12
2018-12-31,075778671,프리월드,THO201800427,개인사업자,90000000,직접,0,한국씨티은행,KR8
2018-12-31,073682361,진영수산,TJC201600161,개인사업자,81000000,직접,13,중소기업은행,KR7
2018-12-31,075797733,(주)디자인아프리카,TBF201800272,법인사업자,90000000,직접,3,중소기업은행,KR8
2018-12-31,046388029,(주)정진팜,TAT201600228,법인사업자,30000000,직접,13,기타,KR6
2018-12-31,064512181,(주)동국프라텍,TIE201800159,법인사업자,212500000,직접,38,국민은행,KR4
2018-12-31,068161871,(주)에버커머스,TCE201600369,법인사업자,306000000,직접,13,신한은행,KR8
2018-12-31,046572479,(유한)경부건설,TNA200900799,법인사업자,164900000,직접,12,전북은행,KR10
2018-12-31,061613834,디어택,THD201201072,개인사업자,85000000,직접,15,신한은행,KR11
2018-12-31,046202736,대농상사,THY200901160,개인사업자,17000000,직접,2,국민은행,KR12
2018-12-31,072064294,아이프린팅,TIK201400323,개인사업자,186041694,직접,5,KEB하나은행,KR9
2018-12-31,068579722,시민건기,TBH201100721,개인사업자,24300000,직접,0,부산은행,KR10
2018-12-31,020273781,제이테크코포레이션,TBG201700553,개인사업자,86625006,직접,1,국민은행,KR7
2018-12-31,073987529,에스앤제이레이져(S&J LASER),TIE201600643,개인사업자,80100000,직접,3,중소기업은행,KR8
2018-12-31,069967540,(주)펀트,TPI201500320,법인사업자,108000000,직접,5,중소기업은행,KR13
2018-12-31,075885894,예정요양병원,TQJ201800524,개인사업자,5000000000,직접,0,경남은행,KR8
2018-12-31,036143753,인텔철강(주),TPH201600177,법인사업자,243000000,직접,47,기타,KR7
2018-12-31,074702567,제이앤에스헬스케어,THJ201800285,개인사업자,90000000,직접,0,중소기업은행,KR9
2018-12-31,059764601,(주)송아퍼니처,TLB201200793,법인사업자,68850000,직접,31,중소기업은행,KR5
2018-12-31,072767944,선유통,TNF201500114,개인사업자,51000000,직접,4,우리은행,KR9
2018-12-31,075245256,농업회사법인아라한미트(주),THT201800238,법인사업자,285000000,직접,8,신한은행,KR7
2018-12-31,070824928,(주)풍국에스티,TAL201600536,법인사업자,165000000,직접,6,중소기업은행,KR7
2018-12-31,071428420,(주)대형자동차타이어정비부천총판,THL201601129,법인사업자,80000000,직접,2,기타,KR8
2018-12-31,076562462,청년같이(조합),TBC201800101,법인사업자,100000000,직접,3,신한은행,KR10
2018-12-31,075691062,경민태양광발전소,TME201800207,개인사업자,67900000,직접,0,국민은행,KR3
2018-12-31,076537772,(주)토탈시스템,TOD201800381,법인사업자,99900000,직접,7,우리은행,KR9
2018-12-31,063901528,제이 케이 인터내셔널(동업),TPO201700021,개인사업자,45000000,직접,6,중소기업은행,KR8
2018-12-31,073167271,(주)금태기업,THO201601621,법인사업자,42500000,직접,12,신한은행,KR7
2018-12-31,070247699,(주)엘팜,TQB201600498,법인사업자,30400000,직접,2,중소기업은행,KR5
2018-12-31,061496679,하나종합렌탈기획,TPE201400421,개인사업자,53550000,직접,0,신한은행,KR7
2018-12-31,007591208,진원기공사,TPA201601578,개인사업자,20400000,직접,2,중소기업은행,KR6
2018-12-31,060834384,서해고속LPG충전소(동업),TNF201800036,개인사업자,242250000,직접,9,KEB하나은행,KR6
2018-12-31,066773986,아이비티(주),TIB201800298,법인사업자,270000000,직접,6,우리은행,KR3
2018-12-31,074763823,바른의원,QAC201700690,개인사업자,100000000,직접,3,신한은행,KR9
2018-12-31,066242271,(주)우리컴,TJE201600242,법인사업자,510000000,직접,2,KEB하나은행,KR5
2018-12-31,062381961,이수중기,TOD200800272,개인사업자,13600000,직접,0,우리은행,KR14
2018-12-31,072539208,세정한방병원,TOE201400802,개인사업자,80000000,직접,50,광주은행,KR10
2018-12-31,076245488,태림어패럴,TNC201800233,개인사업자,45000000,직접,1,신한은행,KR9
2018-12-31,076452297,(유한)푸드뱅크,TOA201800616,법인사업자,85000000,직접,8,광주은행,KR9
2018-12-31,013742245,닉스테크,TMH201000449,개인사업자,25200000,직접,6,국민은행,R1
2018-12-31,013010870,명진산업,TIA201300741,개인사업자,68850000,직접,2,중소기업은행,KR12
2018-12-31,004964728,송명정밀,TPF201500474,개인사업자,127500000,직접,14,국민은행,KR9
2018-12-31,016637975,해강물산(주),TAF200800906,법인사업자,176000000,직접,7,우리은행,KR9
2018-12-31,069866719,(주)롤포밍,THZ201700348,법인사업자,340000000,직접,19,중소기업은행,KR7
2018-12-31,023379734,가야가구,TBG201601110,개인사업자,112000000,직접,0,경남은행,KR6
2018-12-31,076483046,형제정보통신,THO201801285,개인사업자,85000000,직접,1,국민은행,KR9
2018-12-31,072675531,(주)유니초이스리미티드,THU201800006,법인사업자,139500000,직접,7,국민은행,KR8
2018-12-31,020935485,제이비동물약품(주),THV200900635,법인사업자,42400000,직접,17,국민은행,KR12
2018-12-31,073512677,유앤아이코리아(주),TNA201700720,법인사업자,100000000,직접,11,KEB하나은행,KR8
2018-12-31,064847092,금촌주유소,TIZ201400216,개인사업자,319200000,직접,1,신한은행,
2018-12-31,067417542,K-TECH,THZ201100196,개인사업자,24300000,직접,0,중소기업은행,KR9
2018-12-31,073728283,(주)이루다웍스,TAN201700079,법인사업자,285000000,직접,8,우리은행,KR9
2018-12-31,067466043,에넥스전주점,TNA201100197,개인사업자,85000000,직접,2,전북은행,KR7
2018-12-31,068219820,세인인스트루먼트,TQH201100813,개인사업자,34200000,직접,0,중소기업은행,KR6
2018-12-31,075280389,(주)커니스,TBD201800126,법인사업자,500000000,직접,9,우리은행,KR4
2018-12-31,073677017,태진산업,THO201600373,개인사업자,68400000,직접,3,국민은행,KR10
2018-12-31,076125812,실버케어,TNF201800422,개인사업자,61200000,직접,117,농업협동조합,KR14
2018-12-31,010617917,성지산업,TPL201300296,개인사업자,17000000,직접,2,KEB하나은행,KR5
2018-12-31,075287078,(주)레이허(LAYHER),TCE201700419,법인사업자,59500000,직접,0,중소기업은행,KR11
2018-12-31,011636447,SM테크,TPL201700822,개인사업자,180000000,직접,0,중소기업은행,KR9
2018-12-31,069223527,해수림,TQK201800036,개인사업자,85000000,직접,0,수협중앙회,KR8
2018-12-31,074180943,태화,TIC201600291,개인사업자,54000000,직접,3,국민은행,KR12
2018-12-31,075935825,(주)탑플랜트,TMB201800300,법인사업자,90000000,직접,2,중소기업은행,KR9
2018-12-31,074456729,한길창호,TIK201700029,개인사업자,200000000,직접,10,국민은행,KR7
2018-12-31,064173630,한양테크,THU200900595,개인사업자,71400000,직접,8,우리은행,KR10
2018-12-31,062892832,(주)바램시스템,TME201701673,법인사업자,144000000,직접,28,KEB하나은행,KR8
2018-12-31,075589242,예재호내과의원,TPE201800030,개인사업자,95000000,직접,3,국민은행,KR6
2018-12-31,061048917,(주)세화이엔지,TOA201600381,법인사업자,382500000,직접,19,광주은행,KR7
2018-12-31,069556838,에이스캠,THA201800604,개인사업자,170000000,직접,2,중소기업은행,KR7
2018-12-31,020465793,에이팩스,THU200901007,개인사업자,54720000,직접,6,국민은행,KR8
2018-12-31,059764193,엘트론(주),TAL201700777,법인사업자,50400000,직접,4,신한은행,KR12
2018-12-31,071227919,(주)태영금속,TMJ201700048,법인사업자,324000000,직접,23,신한은행,KR8
2018-12-31,060852829,(주)코아엔텍,THV201700629,법인사업자,300000000,직접,14,우리은행,KR6
2018-12-31,017004154,진화금속,TLC201700049,개인사업자,16000000,직접,1,중소기업은행,KR8
2018-12-31,074146767,김정형외과의원,TMF201600398,개인사업자,150000000,직접,6,농업협동조합,KR10
2018-12-31,073505095,"엠케이페트로(MKPETRO Co.,Ltd)(주)",THZ201700561,법인사업자,400000000,직접,5,국민은행,KR5
2018-12-31,075374295,스킨앤빔의원대구,TPF201700155,개인사업자,200000000,직접,7,중소기업은행,KR13
2018-12-31,066448761,베스트엔제이,QAC201001239,개인사업자,21200000,직접,0,우리은행,KR12
2018-12-31,075055789,선진계기,THW201700271,개인사업자,45000000,직접,2,국민은행,KR10
2018-12-31,076543287,(주)에이에스티,TQL201800696,법인사업자,162000000,직접,9,경남은행,KR6
2018-12-31,074547942,바로정형외과내과,TPH201700074,개인사업자,270000000,직접,0,농업협동조합,KR8
2018-12-31,005530708,대성상사,TAW201700083,개인사업자,250000000,직접,3,우리은행,KR14
2018-12-31,075699352,(주)대건승강기,TME201800222,법인사업자,180000000,직접,12,KEB하나은행,KR3
2018-12-31,061667152,(주)시화메탈,THQ201700238,법인사업자,68000000,직접,26,국민은행,KR6
2018-12-31,046262527,(주)테크폴리머,TPJ201800422,법인사업자,1048000000,직접,17,중소기업은행,KR5
2018-12-31,072008988,(주)라온에프에스,TPI201600381,법인사업자,161500000,직접,22,대구은행,KR8
2018-12-31,072304268,(주)진보정밀,TIH201700493,법인사업자,300000000,직접,13,우리은행,KR7
2018-12-31,074061868,(주)천우철강,TBK201800411,법인사업자,315000000,직접,7,중소기업은행,KR8
2018-12-31,006285722,신한OA프라자,TQH201300055,개인사업자,19200000,직접,2,국민은행,KR8
2018-12-31,075577238,(주)비엔지어패럴,TAF201800891,법인사업자,360000000,직접,4,중소기업은행,KR7
2018-12-31,071275123,(주)전진비엔에프,TAQ201400250,법인사업자,675000000,직접,13,신한은행,KR11
2018-12-31,070850235,(주)알케이,TPJ201700250,법인사업자,425000000,직접,5,국민은행,KR5
2018-12-31,062525002,(주)티에스스틸,TPH201400664,법인사업자,675000000,직접,27,한국산업은행,KR8
2018-12-31,072221875,(주)앤플러스,TQA201701244,법인사업자,324000000,직접,8,KEB하나은행,KR12
2018-12-31,071860460,호반정수기.웰스첸춘천점,TJA201400181,개인사업자,50000000,직접,0,우리은행,KR9
2018-12-31,069905191,효주지류판매(동업),THU201700110,개인사업자,80000000,직접,2,우리은행,KR5
2018-12-31,061221323,흥덕철거,TLA201700866,개인사업자,11200000,직접,1,신한은행,KR13
2018-12-31,074508761,제일기업(주),TMA201700237,법인사업자,54000000,직접,0,신한은행,KR10
2018-12-31,004699938,부경금속,TBI201600546,개인사업자,176000000,직접,1,국민은행,KR10
2018-12-31,073147893,(주)에스제이폼웍스,TIL201800144,법인사업자,85000000,직접,15,중소기업은행,KR11
2018-12-31,075944395,(주)케이제이케이,THN201800276,법인사업자,108000000,직접,2,중소기업은행,KR8
2018-12-31,046145521,(주)티피와이,TIE201600452,법인사업자,459000000,직접,12,신한은행,KR5
2018-12-31,075783336,(주)엔젤푸드,THE201800081,법인사업자,100000000,직접,12,신한은행,KR11
2018-12-31,065717613,(주)세인에너지,THN201200369,법인사업자,160000000,직접,1,국민은행,KR10
2018-12-31,073087319,디엔디창호산업,TPP201700135,개인사업자,57000000,직접,3,중소기업은행,KR12
2018-12-31,061516931,(주)가람,THL201700691,법인사업자,56700000,직접,77,신한은행,KR5
2018-12-31,076027826,(주)투어인,TIR201800221,법인사업자,60800000,직접,5,우리은행,KR9
2018-12-31,005797884,영천산업,THU201600226,개인사업자,133120000,직접,2,국민은행,KR3
2018-12-31,006293523,한림엔지니어링,THZ200902340,개인사업자,40000000,직접,15,국민은행,KR8
2018-12-31,046904898,(주)신우산업,TQL201600301,법인사업자,200000000,직접,25,신한은행,KR11
2018-12-31,070448838,신성엔지니어링,TIA201300064,개인사업자,21250000,직접,4,신한은행,KR8
2018-12-31,076285066,(주)코드윙즈,TIR201800355,법인사업자,140000000,직접,5,국민은행,KR10
2018-12-31,075928476,(주)진성약품,TOE201800230,법인사업자,30000000,직접,5,기타,KR8
