연도,고객번호,기업체명,원장번호,개인법인사업자구분명,보증잔액,직위재구분
2018-12-31,063415359,(주)더조,LWT201484144,법인사업자,53550000,직접
2018-12-31,067413092,현대,FCH200591899,개인사업자,22525000,직접
2018-12-31,013229064,한신,KPG201548810,개인사업자,18530000,직접
2018-12-31,079293450,(주)구미,DGX201038199,법인사업자,136000000,직접
2018-12-31,050359189,(주)성일,UUC202149979,법인사업자,35200000,직접
2018-12-31,087508988,대원,IGM201271902,개인사업자,15200000,직접
2018-12-31,049544241,성진,VOY201650051,개인사업자,85000000,직접
2018-12-31,065175990,거성,RUU201078665,개인사업자,10400000,직접
2018-12-31,086334321,(주)진천,CEP201503270,법인사업자,52020000,직접
2018-12-31,013415216,(주)제이,BDL201737291,법인사업자,90000000,직접
2018-12-31,056025517,박사,BRT200952688,개인사업자,90000000,직접
2018-12-31,011479106,(주)창일,ZIM201809086,법인사업자,34000000,직접
2018-12-31,089595882,대경,THD200442737,개인사업자,42605648,직접
2018-12-31,044086633,에스,QXB200568484,법인사업자,448800000,직접
2018-12-31,054230364,일룸,NZN201014939,개인사업자,17000000,직접
2018-12-31,027605069,재민,OGU202244568,개인사업자,90000000,직접
2018-12-31,060742063,(주)유정,ITQ200400760,법인사업자,31500000,직접
2018-12-31,071755567,성암,VMG201540227,개인사업자,72000000,위탁
2018-12-31,060134715,대한,XUC201616939,개인사업자,8000000,직접
2018-12-31,070090590,천호,GHD201267947,법인사업자,55250000,직접
2018-12-31,042730240,한국,HMC200468097,개인사업자,11124000,직접
2018-12-31,083166817,(주)터치,CHJ200430226,법인사업자,100000000,직접
2018-12-31,064336546,(주)공단,FJX201129324,법인사업자,270000000,직접
2018-12-31,029871951,원덕,BEL201986370,개인사업자,22100000,직접
2018-12-31,018754385,쌍용,EPO200491065,개인사업자,100000000,직접
2018-12-31,080364384,(주)예현,UTD201806963,법인사업자,187000000,직접
2018-12-31,065135148,동식,PMO200481344,개인사업자,79177500,직접
2018-12-31,030046983,42,FVS201875808,개인사업자,17000000,직접
2018-12-31,047425352,에이,JHX201118291,개인사업자,60800000,직접
2018-12-31,013459989,조영,DND200332110,개인사업자,50000000,직접
2018-12-31,024131860,늘기,FCG200061777,개인사업자,150000000,직접
2018-12-31,046575691,베다,RDS201888697,개인사업자,96000000,직접
2018-12-31,039217405,백운,COL200913600,개인사업자,24000000,직접
2018-12-31,048624016,(주)밀알,ZDH202194967,법인사업자,321300000,직접
2018-12-31,061504280,양남,ZLW200231299,개인사업자,75000000,직접
2018-12-31,065753110,본디,XDS202186570,개인사업자,42500000,직접
2018-12-31,026848705,우리,GDD201139874,개인사업자,18000000,직접
2018-12-31,032365709,(주)동동,KZE201148121,법인사업자,136000000,직접
2018-12-31,062200541,(주)베쏭,HNY201266968,법인사업자,180000000,직접
2018-12-31,041272003,인하,HTK200717632,법인사업자,300000000,직접
2018-12-31,019999382,대윤,OOS202120283,개인사업자,142500000,직접
2018-12-31,054201469,(주)조은,PJY200334821,법인사업자,137700000,직접
2018-12-31,053900962,대승,PBK200420647,법인사업자,12000000,직접
2018-12-31,032747198,(주)세보,TUJ200938189,법인사업자,388000000,직접
2018-12-31,085687167,(주)엠피,BHX200968028,법인사업자,81000000,직접
2018-12-31,055181550,세양,DZI202138926,개인사업자,100300000,직접
2018-12-31,088074859,동신,MSX201473231,개인사업자,38400000,직접
2018-12-31,018062657,(주)라인,DNG201417561,법인사업자,198050000,직접
2018-12-31,010336065,(주)도시,FNO201993713,법인사업자,40500000,위탁
2018-12-31,024093219,경진,UUC201456750,개인사업자,21250000,직접
2018-12-31,045751800,(주)옵토,ZDF200416274,법인사업자,229500000,직접
2018-12-31,064161536,(주)고려,PRZ201148381,법인사업자,100000000,직접
2018-12-31,021887987,다빈,TKQ200292554,개인사업자,142000000,직접
2018-12-31,032042765,가온,BVT201921914,개인사업자,75000000,직접
2018-12-31,029529052,(주)베스,ZNP200219101,법인사업자,252140500,직접
2018-12-31,012423728,예숲,POU201647858,법인사업자,45000000,직접
2018-12-31,079458906,(주)마스,PVF201133506,법인사업자,267300000,직접
2018-12-31,065242491,영복,IVH200200214,법인사업자,200000000,직접
2018-12-31,053522706,(주)코라,BXQ201175999,법인사업자,76500000,직접
2018-12-31,084214111,우주,ZXW201300965,개인사업자,162000000,직접
2018-12-31,072493664,자마,QLL200544456,개인사업자,7072000,직접
2018-12-31,055589341,(주)삼기,BXZ200418764,법인사업자,128000000,직접
2018-12-31,034616400,정관,JZT200008739,개인사업자,59500000,직접
2018-12-31,012110694,(주)위너,LLB201960060,법인사업자,55440000,직접
2018-12-31,066891284,중도,YEE201293020,개인사업자,7650000,직접
2018-12-31,056288975,(주)거성,SUI201532579,법인사업자,76500000,직접
2018-12-31,082221992,더젠,EBJ202193970,개인사업자,135000000,직접
2018-12-31,076373614,아가,NWO201717958,개인사업자,50000000,직접
2018-12-31,045669903,(주)비호,OHJ201705369,법인사업자,173826000,직접
2018-12-31,027072784,매일,OTU200807705,개인사업자,40000000,직접
2018-12-31,034848776,갑을,KYG200171156,개인사업자,16150000,직접
2018-12-31,058808262,(주)엔아,BIN201622587,법인사업자,199500000,직접
2018-12-31,051904255,(주)유성,DGE200143392,법인사업자,688500000,직접
2018-12-31,024562150,(주)라임,OIE202232016,법인사업자,790200000,직접
2018-12-31,053950452,수영,TQJ200331958,법인사업자,104000000,직접
2018-12-31,049539260,PW,UPX201668124,개인사업자,56700000,직접
2018-12-31,089860710,한성,IRK200163303,법인사업자,240000000,직접
2018-12-31,054913576,미로,GZE200109889,개인사업자,21420000,직접
2018-12-31,037206895,(주)뉴고,UDJ200730679,법인사업자,233750000,직접
2018-12-31,074873901,선우,JCW201702483,개인사업자,40000000,직접
2018-12-31,089640285,(유한)상록,JBG200625630,법인사업자,152000000,직접
2018-12-31,022410483,(주)엠앤,VEK200193856,법인사업자,180000000,직접
2018-12-31,053234372,(주)태광,VYW201267005,법인사업자,217999998,직접
2018-12-31,042234525,(주)페타,JYY201114867,법인사업자,157950000,직접
2018-12-31,081237726,주영,JTE201985782,개인사업자,95000000,직접
2018-12-31,048154291,형우,YWP200017561,개인사업자,34722200,직접
2018-12-31,048645248,석진,YDI202009404,개인사업자,42500000,직접
2018-12-31,087344373,한국,MHI201767164,개인사업자,34000000,직접
2018-12-31,037792359,삼양,KLS201754622,개인사업자,25500000,직접
2018-12-31,065594444,(주)구명,GOW200389344,법인사업자,20000000,직접
2018-12-31,025439539,전북,CEM200415872,개인사업자,25500000,직접
2018-12-31,063480515,고려,JDT201120792,법인사업자,25920000,직접
2018-12-31,011188939,(주)태영,HIF201705630,법인사업자,240000000,직접
2018-12-31,066298355,해모,VXM201152384,개인사업자,45000000,직접
2018-12-31,051562303,(주)이엘,VKS202200215,법인사업자,68000000,직접
2018-12-31,053820102,(주)제이,YZH201661177,법인사업자,144000000,직접
2018-12-31,016850476,(주)비에,GLL200581600,법인사업자,200000000,직접
2018-12-31,054434351,나린,KDU201614379,개인사업자,30600000,직접
2018-12-31,023645794,(주)장안,JOE200752026,법인사업자,153000000,직접
2018-12-31,058483799,삼원,NKT200529547,법인사업자,28900000,직접
2018-12-31,048300133,올레,YRY201067129,개인사업자,45000000,직접
2018-12-31,061521552,서정,CER200864208,개인사업자,80000000,직접
2018-12-31,055378736,(주)에이,TBC200201916,법인사업자,81000000,직접
2018-12-31,049971707,건영,CSE200279679,개인사업자,27000000,직접
2018-12-31,037766906,대영,NFD201437623,개인사업자,86236200,직접
2018-12-31,065558312,(주)현테,JWE200081483,법인사업자,200000000,직접
2018-12-31,076623757,대양,WGM200960042,개인사업자,100000000,직접
2018-12-31,024256636,가인,KKT200968409,개인사업자,95000000,직접
2018-12-31,065245478,동신,RII201384229,개인사업자,20000000,직접
2018-12-31,012171300,성호,JZJ201578187,개인사업자,40500000,직접
2018-12-31,042243140,(주)휘슬,CCE200354057,법인사업자,297000000,직접
2018-12-31,044486251,우아,IGR201597469,개인사업자,630000000,직접
2018-12-31,022480049,미래,OGS200154278,개인사업자,21250000,직접
2018-12-31,051468676,(주)하나,IFC201084019,법인사업자,80000000,직접
2018-12-31,015658316,(주)라이,WSM200749011,법인사업자,105400000,직접
2018-12-31,072197997,(주)신창,EZK200130770,법인사업자,144000000,직접
2018-12-31,057481133,국제,DXR202186189,개인사업자,64800000,직접
2018-12-31,086155933,케이,PDC201814307,개인사업자,31500000,직접
2018-12-31,015792340,금강,CGK201736331,법인사업자,364500000,직접
2018-12-31,042727996,가야,HNK200085930,개인사업자,32300000,직접
2018-12-31,010861867,새벽,XLU201162771,개인사업자,18400000,직접
2018-12-31,033649762,(주)퍼스,THG201901397,법인사업자,80000000,직접
2018-12-31,045932620,(주)한진,STX202118203,법인사업자,226800000,직접
2018-12-31,038275389,원텍,HMG200655281,개인사업자,92700000,직접
2018-12-31,058471955,늘사,FWE201645801,개인사업자,100000000,직접
2018-12-31,041390453,영우,HCD200174752,개인사업자,90000000,직접
2018-12-31,051459021,금영,OVI201944061,개인사업자,17600000,직접
2018-12-31,033018366,(주)느낌,PFF200694817,법인사업자,300000000,직접
2018-12-31,069297597,(주)복주,QRO200813125,법인사업자,99000000,직접
2018-12-31,066146587,(주)푸드,OTZ200563507,법인사업자,1200000000,직접
2018-12-31,044638311,(주)대동,XZF200617373,법인사업자,567000000,직접
2018-12-31,021164480,세정,LJD201885867,개인사업자,45000000,직접
2018-12-31,040072526,(주)브이,HIS200971289,법인사업자,21250000,직접
2018-12-31,034277537,(주)신덕,RKE201421053,법인사업자,100000000,직접
2018-12-31,036137407,(주)송산,SMC201922552,법인사업자,130400000,직접
2018-12-31,049622836,미성,IXB200175301,법인사업자,400000000,직접
2018-12-31,053687952,성원,EOP200205094,법인사업자,214200000,직접
2018-12-31,033578216,30,YNU200105415,개인사업자,180000000,직접
2018-12-31,064115292,일일,FXF201441244,법인사업자,88000000,직접
2018-12-31,086617619,(주)그린,TKB200342779,법인사업자,297500000,직접
2018-12-31,060723044,원정,BWX200174452,개인사업자,9690000,직접
2018-12-31,063879466,나래,CDK202117589,개인사업자,36000000,직접
2018-12-31,085211598,금강,NZB201517446,개인사업자,80000000,직접
2018-12-31,053088256,J.,BNL200539345,개인사업자,69600000,위탁
2018-12-31,073014727,(주)보생,ELT201142125,법인사업자,60000000,직접
2018-12-31,089193805,국민,FGP200281324,법인사업자,20000000,직접
2018-12-31,013902013,농업,IJR202095129,법인사업자,180000000,직접
2018-12-31,071785677,성원,PDJ200975241,개인사업자,22950000,직접
2018-12-31,033499336,한일,EFX201496082,개인사업자,9000000,직접
2018-12-31,027768595,(주)성원,BLY200545696,법인사업자,360000000,직접
2018-12-31,011663941,홍성,BQC200542774,개인사업자,7440000,직접
2018-12-31,073513543,(주)한국,XOX202045195,법인사업자,72000000,직접
2018-12-31,036599501,(주)제이,GQS201823727,법인사업자,144500000,직접
2018-12-31,080059778,동아,ZCD201995786,개인사업자,250000000,직접
2018-12-31,020020267,예그,LRM200627417,개인사업자,44000000,직접
2018-12-31,089250705,아모,UVO201526622,개인사업자,8800000,직접
2018-12-31,061178919,자연,DGD201023166,개인사업자,51300000,직접
2018-12-31,022869661,아이,FSV201810807,개인사업자,21250000,직접
2018-12-31,087608086,아이,TST200683511,개인사업자,18400000,직접
2018-12-31,066135834,(주)트루,QGY202098413,법인사업자,808000000,직접
2018-12-31,024604020,동원,DQB200559978,개인사업자,50000000,직접
2018-12-31,050389799,경석,VVX200511417,개인사업자,20400000,직접
2018-12-31,011720801,(주)썬시,KQN200043164,법인사업자,127500000,직접
2018-12-31,049712301,에스,GUS200017482,개인사업자,42500000,직접
2018-12-31,015854490,진흥,SQI200886779,개인사업자,80750000,직접
2018-12-31,034635386,KI,HFP201130690,개인사업자,34000000,직접
2018-12-31,068465632,(주)세븐,SSC201524801,법인사업자,318750000,직접
2018-12-31,048508131,(주)송원,GZN201313070,법인사업자,125600000,직접
2018-12-31,047887077,(주)유진,PIT201384311,법인사업자,373000000,직접
2018-12-31,073334234,(주)레더,CFS201300610,법인사업자,114750000,직접
2018-12-31,028667477,참인,KYW201222600,개인사업자,95000000,직접
2018-12-31,031512854,경동,EHL201486156,개인사업자,297000000,직접
2018-12-31,034660969,(주)엘피,MMM201719875,법인사업자,85000000,직접
2018-12-31,053057244,친절,KTZ201339967,개인사업자,76500000,직접
2018-12-31,049581511,(주)삼부,SPX201975021,법인사업자,560000000,직접
2018-12-31,026134015,(주)동남,RWH200294139,법인사업자,180000000,직접
2018-12-31,053930582,(주)경남,MZU200865776,법인사업자,160000000,직접
2018-12-31,060287111,이연,IRV200242621,법인사업자,216000000,직접
2018-12-31,047145209,설인,HLO201098906,법인사업자,90000000,직접
2018-12-31,029004435,(주)우성,BSB200722581,법인사업자,41400000,직접
2018-12-31,013653500,(주)미가,PIY200742341,법인사업자,88000000,직접
2018-12-31,072706300,선진,FMT200439970,개인사업자,64000000,직접
2018-12-31,056504522,월성,HNH201639541,개인사업자,95000000,직접
2018-12-31,074014371,세종,JMK201261966,개인사업자,53550000,직접
2018-12-31,088507352,주희,ZEQ201057404,개인사업자,100000000,직접
2018-12-31,034127262,(주)알브,ZBH200526264,법인사업자,119000000,직접
2018-12-31,063162629,(주)하이,OZV201989367,법인사업자,423000000,직접
2018-12-31,051417579,씨유,KWU201240978,개인사업자,17000000,직접
2018-12-31,070535648,도미,IIJ200595732,개인사업자,30600000,직접
2018-12-31,073926584,태극,NFU201215528,개인사업자,81000000,직접
2018-12-31,047815653,벽서,RUE201617731,개인사업자,59500000,직접
2018-12-31,014468309,(주)케이,SNP200243126,법인사업자,99000000,직접
2018-12-31,051875197,(주)신화,FTF201162606,법인사업자,63750000,직접
2018-12-31,031438518,(주)동원,BJF202135397,법인사업자,288000000,직접
2018-12-31,051118899,(주)비즈,BZE201165739,법인사업자,306400000,직접
2018-12-31,042983884,주원,TUH201399866,개인사업자,100000000,직접
2018-12-31,041275658,대도,ZPL202244218,법인사업자,320000000,직접
2018-12-31,028650745,(주)나무,CXQ200383216,법인사업자,950000000,직접
2018-12-31,013355325,(주)비에,VKI200054092,법인사업자,285000000,직접
2018-12-31,049518444,(주)코리,PDJ201843754,법인사업자,510000000,직접
2018-12-31,065228300,만리,HKJ200504833,개인사업자,42500000,직접
2018-12-31,067830258,(주)비아,FMY201044293,법인사업자,495000000,직접
2018-12-31,072537023,(주)소망,JJO202179085,법인사업자,272000000,직접
2018-12-31,021020822,(주)동우,GUK201576909,법인사업자,270000000,직접
2018-12-31,034385884,(주)유니,VQD200562042,법인사업자,212000000,직접
2018-12-31,035140966,제이,LYG201684558,개인사업자,94240000,직접
2018-12-31,075395496,(주)코난,SJB201442033,법인사업자,178200000,직접
2018-12-31,088051913,몽고,WPI202197445,개인사업자,2000000,직접
2018-12-31,044081483,JB,QWW200418377,개인사업자,170000000,직접
2018-12-31,069566245,정테,TTX200633605,개인사업자,80000000,직접
2018-12-31,057784677,이수,LEH201291793,개인사업자,80000000,위탁
2018-12-31,045525254,탑앤,VWQ200525831,개인사업자,27000000,직접
2018-12-31,042432595,더조,GFL201871083,개인사업자,81000000,직접
2018-12-31,022558909,하이,RBW200070801,법인사업자,252450000,직접
2018-12-31,072380560,녹산,QLK201503405,법인사업자,63000000,직접
2018-12-31,020757503,BS,YPH201205183,개인사업자,17000000,직접
2018-12-31,062865163,유안,HSS200469605,법인사업자,20000000,직접
2018-12-31,045517758,(유한)대성,EIK202281762,법인사업자,22950000,직접
2018-12-31,031009926,(주)제이,FTO201884538,법인사업자,72000000,직접
2018-12-31,052126486,(주)제이,HXT200369679,법인사업자,285000000,직접
2018-12-31,080403615,베스,QIM201327483,법인사업자,225000000,직접
2018-12-31,028511022,(주)씨에,FNQ200163909,법인사업자,119000000,직접
2018-12-31,088783823,창원,ZVF200860014,개인사업자,81000000,직접
2018-12-31,013694777,두진,DWP201685744,개인사업자,81000000,직접
2018-12-31,063381647,(주)유진,OMM200244218,법인사업자,137700000,직접
2018-12-31,034836096,대명,MXE200632541,법인사업자,297000000,직접
2018-12-31,031597043,(주)우영,YJV201786011,법인사업자,135000000,직접
2018-12-31,049882956,(주)유한,OYY200118961,법인사업자,297500000,직접
2018-12-31,084861903,신원,KXJ200175680,개인사업자,135000000,직접
2018-12-31,059620420,태양,ZYW201206387,개인사업자,1170000000,직접
2018-12-31,036467793,에스,OFS201631115,법인사업자,484500000,직접
2018-12-31,062030733,(주)대구,GSR200416202,법인사업자,255000000,직접
2018-12-31,046911394,고금,JWG200670572,법인사업자,518500000,직접
2018-12-31,062474519,우주,XEM201674853,개인사업자,114750000,직접
2018-12-31,069590580,(주)피아,MZG202091002,법인사업자,100000000,직접
2018-12-31,037021837,금성,IDP200907563,개인사업자,28000000,직접
2018-12-31,082364807,아띠,UFB201987440,개인사업자,100000000,직접
2018-12-31,036556426,(유한)덕례,LKG200521902,법인사업자,102000000,직접
2018-12-31,062971829,(주)엠케,SMU200580341,법인사업자,45900000,직접
2018-12-31,062997537,색연,VMO200551099,개인사업자,2625054,직접
2018-12-31,069423580,(주)제이,KBQ201369940,법인사업자,270000000,직접
2018-12-31,036304875,(주)씨아,WTY201424800,법인사업자,2088000000,직접
2018-12-31,056142211,(주)나현,DCK200173197,법인사업자,270000000,직접
2018-12-31,022614678,은성,MRG202294703,개인사업자,90000000,직접
2018-12-31,054760405,CM,WUV200178036,개인사업자,22800000,직접
2018-12-31,046090898,(주)캡소,IBH200999909,법인사업자,135000013,직접
2018-12-31,060132578,(주)평산,SBJ200792697,법인사업자,132480000,직접
2018-12-31,069768303,미래,PNZ201608881,개인사업자,129600000,직접
2018-12-31,030615544,SM,WGJ201288947,개인사업자,45000000,직접
2018-12-31,077994621,성환,CBM200923061,개인사업자,20000000,직접
2018-12-31,013210087,동진,JEL202010396,법인사업자,1170000000,직접
2018-12-31,054076502,목우,DCO201426843,법인사업자,105570000,직접
2018-12-31,069036276,에이,PEO201999945,법인사업자,115929000,직접
2018-12-31,074162925,(주)대성,OKO201679204,법인사업자,270000000,직접
2018-12-31,030501128,한국,PWO201062088,법인사업자,85000000,직접
2018-12-31,058794156,수학,QBM201120972,개인사업자,64600000,직접
2018-12-31,049226356,(유한)전북,VDB200165908,법인사업자,82450000,직접
2018-12-31,051615046,(주)유니,TTY202098771,법인사업자,100000000,직접
2018-12-31,050490158,(주)씨맥,BHS201268118,법인사업자,161006400,직접
2018-12-31,043046328,한빛,UNI202075744,개인사업자,76500000,직접
2018-12-31,012048056,새론,KTZ200948764,개인사업자,90000000,직접
2018-12-31,077335226,무선,FIH202071016,개인사업자,100000000,직접
2018-12-31,064892720,마운,IVP200856296,개인사업자,76000000,직접
2018-12-31,041417166,의정,QYR201660245,개인사업자,26350000,직접
2018-12-31,074702346,(주)유캔,UVU200136918,법인사업자,500000000,직접
2018-12-31,080546306,엠케,DBU200431199,개인사업자,40500000,직접
2018-12-31,033377985,(주)정광,BGI201322655,법인사업자,34000000,직접
2018-12-31,087491466,진성,YKG200807058,개인사업자,24000000,직접
2018-12-31,046995048,(주)예현,FJJ201971483,법인사업자,144000000,직접
2018-12-31,054248164,대현,CBW202054994,개인사업자,72000000,직접
2018-12-31,078843488,수희,TBR201725613,개인사업자,41895000,직접
2018-12-31,015993954,(주)하나,UZK201091823,법인사업자,170000000,직접
2018-12-31,017681189,(주)에이,ISU200366798,법인사업자,297000000,직접
2018-12-31,010045069,국제,MJE201791906,개인사업자,36000000,직접
2018-12-31,079482989,(주)고려,VOF200153824,법인사업자,126360000,직접
2018-12-31,062008138,(주)대흥,JRS200802876,법인사업자,153000000,직접
2018-12-31,047057984,(주)제이,PST201941082,법인사업자,1485000000,직접
2018-12-31,060057206,(주)한울,WFB201545982,법인사업자,44200000,직접
2018-12-31,046486085,하나,QTM201006714,개인사업자,35360000,직접
2018-12-31,052077629,(주)프라,BTU201528508,법인사업자,42500000,직접
2018-12-31,067318797,2G,USN201165886,개인사업자,20400000,직접
2018-12-31,076673863,광운,HWW200791481,개인사업자,10200000,직접
2018-12-31,051557714,네오,CCY200606194,개인사업자,54400000,직접
2018-12-31,077731474,30,PEH201477328,개인사업자,144500000,직접
2018-12-31,062390299,(주)에스,JGM200291187,법인사업자,180000000,직접
2018-12-31,052167492,(주)엘에,DBB200614304,법인사업자,356000000,직접
2018-12-31,020267631,(주)다다,VWP200719704,법인사업자,99000000,직접
2018-12-31,021377376,전남,JBE200139780,개인사업자,9600000,직접
2018-12-31,072011489,압구,OGL201442094,개인사업자,139500000,직접
2018-12-31,014527762,월드,OXU201984820,개인사업자,90000000,직접
2018-12-31,068364622,(주)중원,TUO200326775,법인사업자,95000000,직접
2018-12-31,069862021,이엔,BXM200226697,법인사업자,175100000,직접
2018-12-31,083989879,(주)인쇄,LUK200112362,법인사업자,126000000,직접
2018-12-31,068624048,평화,DYI200428655,개인사업자,100000000,직접
2018-12-31,051897881,(주)우리,RZH201438001,법인사업자,261000000,직접
2018-12-31,010012226,한일,VZM200999688,개인사업자,11475000,직접
2018-12-31,058587668,오양,YWK200001004,개인사업자,405000000,직접
2018-12-31,046317440,(주)윈드,MIH200228484,법인사업자,100000000,직접
2018-12-31,043516895,후생,VKS200792000,개인사업자,25600000,직접
2018-12-31,064752358,거림,YZJ201216134,개인사업자,10000000,직접
2018-12-31,083221091,(주)서유,XJQ200261395,법인사업자,72900000,직접
2018-12-31,012306673,(주)정우,QLV201959731,법인사업자,13600000,직접
2018-12-31,020056236,(기타)농업,EXM200246961,법인사업자,357000000,직접
2018-12-31,011823323,(주)김포,ZDK201101503,법인사업자,270000000,직접
2018-12-31,061579608,수원,TDL201648363,법인사업자,200000000,직접
2018-12-31,089505360,동립,INF201384841,법인사업자,200000000,직접
2018-12-31,043217823,내이,UZI201552084,개인사업자,82620000,직접
2018-12-31,056323164,삼덕,HBK201380043,개인사업자,21000000,위탁
2018-12-31,014791145,(주)삼화,XJZ200477692,법인사업자,243000000,직접
2018-12-31,036476975,(주)클린,JUN202181892,법인사업자,114750000,직접
2018-12-31,071265800,화천,VXN200413711,개인사업자,100000000,직접
2018-12-31,026715266,신흥,TVT200733113,개인사업자,16400000,직접
2018-12-31,024322319,(주)신성,RSV201550773,법인사업자,104400000,직접
2018-12-31,045339115,파워,PLC202188013,개인사업자,74800000,직접
2018-12-31,047118746,우진,COO202183423,개인사업자,28500000,직접
2018-12-31,024186773,(주)제이,IET200767056,법인사업자,112000000,직접
2018-12-31,084278463,한국,OEK200080381,법인사업자,144000000,직접
2018-12-31,019666977,(주)디지,TNO200896408,법인사업자,53550000,직접
2018-12-31,023826234,세등,BRH200432896,개인사업자,34000000,직접
2018-12-31,084455370,명동,NGS201142421,개인사업자,21250000,직접
2018-12-31,072643228,동민,IJH201449922,개인사업자,270000000,직접
2018-12-31,087520355,효천,ISE201599349,법인사업자,796500000,직접
2018-12-31,018722744,(기타)의료,QVF200154847,법인사업자,37544000,직접
2018-12-31,030668280,타워,VMR200695474,개인사업자,180000000,직접
2018-12-31,010294941,제일,HUJ202285244,개인사업자,51000000,직접
2018-12-31,026293501,진덕,MYN201276904,개인사업자,216000000,직접
2018-12-31,071716576,(주)도암,GEK200276898,법인사업자,153000000,직접
2018-12-31,042930500,삼정,HUO200080672,개인사업자,28900000,직접
2018-12-31,067328680,로지,SYN200546313,법인사업자,5000000000,직접
2018-12-31,020563807,(주)독서,UMZ200410330,법인사업자,300000000,직접
2018-12-31,071526413,(주)지엔,LKQ200909366,법인사업자,42250000,직접
2018-12-31,033656315,(주)바스,FHB201345813,법인사업자,87300000,직접
2018-12-31,039943724,코리,NLN200454197,법인사업자,207765000,직접
2018-12-31,073182432,(주)아크,YFM200554773,법인사업자,49300000,직접
2018-12-31,024918611,(주)파워,ZYU200765345,법인사업자,141950000,직접
2018-12-31,086605563,씨유,WZY200477213,개인사업자,108000000,직접
2018-12-31,027767103,(주)룩시,IPH200358929,법인사업자,1000000000,직접
2018-12-31,075377110,현대,FPF200355944,개인사업자,103200000,직접
2018-12-31,088405063,GN,PHO202223045,개인사업자,90000000,직접
2018-12-31,050671013,(주)메탈,YTV200166208,법인사업자,450000000,직접
2018-12-31,084452164,삼미,QYP200578325,개인사업자,34850000,직접
2018-12-31,049109283,신한,ENE201965713,개인사업자,270000000,직접
2018-12-31,026608086,서울,OYH201207840,개인사업자,98400000,직접
2018-12-31,039657599,(주)청마,PUV201030123,법인사업자,300000000,직접
2018-12-31,085623693,(주)청마,ZVO200013721,법인사업자,297000000,직접
2018-12-31,079204883,두산,WUF200101564,법인사업자,297000000,직접
2018-12-31,054911301,(주)보령,ZWL201433752,법인사업자,297000000,직접
2018-12-31,049485443,지금,ZBM200724026,법인사업자,544000000,직접
2018-12-31,022718495,서강,SJV200357308,개인사업자,150000000,직접
2018-12-31,026022625,경안,JMG200699268,개인사업자,270400000,직접
2018-12-31,059538466,(주)정상,WEU202262845,법인사업자,100000000,직접
2018-12-31,083342889,유니,PFI201235917,법인사업자,648000000,직접
2018-12-31,042835986,(주)라인,LCC201275499,법인사업자,86250005,직접
2018-12-31,076360510,(주)기림,HSK200387049,법인사업자,200000000,직접
2018-12-31,027568214,신남,NFQ201216473,개인사업자,72250000,직접
2018-12-31,062833721,대한,ITP200707450,개인사업자,18240000,직접
2018-12-31,040462157,연산,SQX201692368,개인사업자,248000000,직접
2018-12-31,075562420,(주)최고,TNM200856269,법인사업자,100000000,직접
2018-12-31,043621008,(주)챌린,PHP200701402,법인사업자,80000000,직접
2018-12-31,041848723,에스,LBM200279792,법인사업자,320000000,직접
2018-12-31,062722109,세현,FRI201096793,개인사업자,68000000,직접
2018-12-31,019605773,삼한,JRJ200589532,개인사업자,30000000,직접
2018-12-31,015395073,월드,XTJ200532085,개인사업자,22950000,직접
2018-12-31,021893830,신양,ILS202184951,개인사업자,72675000,직접
2018-12-31,069899127,성진,TGR200393285,개인사업자,20000000,직접
2018-12-31,037884617,(주)위너,NMV201201853,법인사업자,27000000,직접
2018-12-31,019921193,기림,RWR201476500,개인사업자,180000000,직접
2018-12-31,080944109,H.,ESI200262896,개인사업자,475000000,직접
2018-12-31,058266198,(주)유앤,TJC202265219,법인사업자,73100000,직접
2018-12-31,032475866,성우,XWU201789967,법인사업자,255000000,직접
2018-12-31,040492056,(주)하나,GNQ201070306,법인사업자,540000000,직접
2018-12-31,076299622,(주)에이,NDT201240314,법인사업자,32000000,직접
2018-12-31,080685561,대명,RGY201729222,개인사업자,17000000,직접
2018-12-31,035280193,인성,FME201972996,개인사업자,45000000,직접
2018-12-31,042926400,인스,RGS202160082,개인사업자,100000000,직접
2018-12-31,074777769,(주)샤인,SFI201604126,법인사업자,81000000,직접
2018-12-31,040249169,(주)아키,RSK201612731,법인사업자,300000000,직접
2018-12-31,086233894,코이,DPC201203351,개인사업자,103500000,직접
2018-12-31,058094853,범양,OKK202192532,개인사업자,51200000,직접
2018-12-31,016497811,농업,KDE201797950,법인사업자,70400000,직접
2018-12-31,013958392,명성,GLK201148090,법인사업자,50000000,직접
2018-12-31,029296549,효성,XNL201670348,개인사업자,56000000,직접
2018-12-31,017311868,삼화,JVN201326400,개인사업자,4427119,직접
2018-12-31,053649708,주신,OHS200279701,법인사업자,594000000,직접
2018-12-31,030484840,(주)동양,OMQ201505233,법인사업자,850000000,직접
2018-12-31,023065907,현대,OZH200829379,개인사업자,10710000,직접
2018-12-31,048367633,유엔,EPF202050851,개인사업자,90000000,직접
2018-12-31,070877919,(주)대종,NHP200873878,법인사업자,128000000,직접
2018-12-31,084056681,롯데,QHG200711793,개인사업자,18000000,직접
2018-12-31,022013102,동우,KIE200068494,법인사업자,292612500,직접
2018-12-31,088297380,동보,ZOS201960080,개인사업자,120000000,직접
2018-12-31,031097616,유진,UBC200759626,개인사업자,45000000,직접
